Name,Slot,Damage,Armor,Spirit,Stamina,Worth,Desc
Shizzles Muzzle,shoulder,0,0,0,0,0,Nothing
Snarkshaw Spaulders,shoulder,0,0,0,0,0,Nothing
Superior Shoulders,shoulder,0,0,0,0,0,Nothing
Supreme Shoulders,shoulder,0,0,0,0,0,Nothing
Swashbucklers Shoulderpads,shoulder,0,0,0,0,0,Nothing
Trackers Shoulderpads,shoulder,0,0,0,0,0,Nothing
Travelers Spaulders,shoulder,0,0,0,0,0,Nothing
Tricksters Pauldrons,shoulder,0,0,0,0,0,Nothing
Volcanic Shoulders,shoulder,0,0,0,0,0,Nothing
Wanderers Shoulders,shoulder,0,0,0,0,0,Nothing
Wardens Mantle,shoulder,0,0,0,0,0,Nothing
Wild Leather Shoulders,shoulder,0,0,0,0,0,Nothing
Wolf Riders Shoulder Pads,shoulder,0,0,0,0,0,Nothing
Wranglers Mantle,shoulder,0,0,0,0,0,Nothing
Wyrmhide Spaulders,shoulder,0,0,0,0,0,Nothing
Bandit Shoulders,shoulder,0,0,0,0,0,Nothing
Bashing Pauldrons,shoulder,0,0,0,0,0,Nothing
Feral Shoulder Pads,shoulder,0,0,0,0,0,Nothing
Inscribed Leather Spaulders,shoulder,0,0,0,0,0,Nothing
Lupine Mantle,shoulder,0,0,0,0,0,Nothing
Rugged Spaulders,shoulder,0,0,0,0,0,Nothing
Scouting Spaulders,shoulder,0,0,0,0,0,Nothing
Serpents Shoulders,shoulder,0,0,0,0,0,Nothing
Hardened Leather Shoulderpads,shoulder,0,0,0,0,0,Nothing
Patched Leather Shoulderpads,shoulder,0,0,0,0,0,Nothing
Rawhide Shoulderpads,shoulder,0,0,0,0,0,Nothing
Smooth Leather Shoulderpads,shoulder,0,0,0,0,0,Nothing
Thick Leather Shoulderpads,shoulder,0,0,0,0,0,Nothing
Tough Leather Shoulderpads,shoulder,0,0,0,0,0,Nothing
Barrage Shoulders,shoulder,0,0,0,0,0,Nothing
Black Brood Pauldrons,shoulder,0,0,0,0,0,Nothing
Cryptstalker Spaulders,shoulder,0,0,0,0,0,Nothing
Deep Earth Spaulders,shoulder,0,0,0,0,0,Nothing
Defilers Chain Pauldrons,shoulder,0,0,0,0,0,Nothing
Defilers Mail Pauldrons,shoulder,0,0,0,0,0,Nothing
Dragonstalkers Spaulders,shoulder,0,0,0,0,0,Nothing
Earthfury Epaulets,shoulder,0,0,0,0,0,Nothing
Earthshatter Spaulders,shoulder,0,0,0,0,0,Nothing
Epaulets of Ten Storms,shoulder,0,0,0,0,0,Nothing
Field Marshals Chain Spaulders,shoulder,0,0,0,0,0,Nothing
Fiery Chain Shoulders,shoulder,0,0,0,0,0,Nothing
Giantstalkers Epaulets,shoulder,0,0,0,0,0,Nothing
Highlanders Chain Pauldrons,shoulder,0,0,0,0,0,Nothing
Highlanders Mail Pauldrons,shoulder,0,0,0,0,0,Nothing
Icy Scale Spaulders,shoulder,0,0,0,0,0,Nothing
Mantle of the Deserts Fury,shoulder,0,0,0,0,0,Nothing
Pauldrons of Elemental Fury,shoulder,0,0,0,0,0,Nothing
Runic Stone Shoulders,shoulder,0,0,0,0,0,Nothing
Stormcallers Pauldrons,shoulder,0,0,0,0,0,Nothing
Strikers Pauldrons,shoulder,0,0,0,0,0,Nothing
Warlords Chain Shoulders,shoulder,0,0,0,0,0,Nothing
Warlords Mail Spaulders,shoulder,0,0,0,0,0,Nothing
Zandalar Predators Mantle,shoulder,0,0,0,0,0,Nothing
Abyssal Mail Pauldrons,shoulder,0,0,0,0,0,Nothing
Beastmasters Mantle,shoulder,0,0,0,0,0,Nothing
Beaststalkers Mantle,shoulder,0,0,0,0,0,Nothing
Black Dragonscale Shoulders,shoulder,0,0,0,0,0,Nothing
Bloodsoul Shoulders,shoulder,0,0,0,0,0,Nothing
Blue Dragonscale Shoulders,shoulder,0,0,0,0,0,Nothing
Bone Golem Shoulders,shoulder,0,0,0,0,0,Nothing
Bonespike Shoulder,shoulder,0,0,0,0,0,Nothing
Champions Chain Pauldrons,shoulder,0,0,0,0,0,Nothing
Champions Chain Shoulders,shoulder,0,0,0,0,0,Nothing
Champions Mail Pauldrons,shoulder,0,0,0,0,0,Nothing
Champions Mail Shoulders,shoulder,0,0,0,0,0,Nothing
Denwatchers Shoulders,shoulder,0,0,0,0,0,Nothing
Drakesfire Epaulets,shoulder,0,0,0,0,0,Nothing
Dregmetal Spaulders,shoulder,0,0,0,0,0,Nothing
Golem Fitted Pauldrons,shoulder,0,0,0,0,0,Nothing
Herods Shoulder,shoulder,0,0,0,0,0,Nothing
Lead Surveyors Mantle,shoulder,0,0,0,0,0,Nothing
Lieutenant Commanders Chain Pauldrons,shoulder,0,0,0,0,0,Nothing
Lieutenant Commanders Chain Shoulders,shoulder,0,0,0,0,0,Nothing
Pauldrons of Elements,shoulder,0,0,0,0,0,Nothing
Pauldrons of The Five Thunders,shoulder,0,0,0,0,0,Nothing
Royal Cap Spaulders,shoulder,0,0,0,0,0,Nothing
Skeletal Shoulders,shoulder,0,0,0,0,0,Nothing
Sparkleshell Mantle,shoulder,0,0,0,0,0,Nothing
Spaulders of a Lost Age,shoulder,0,0,0,0,0,Nothing
Stratholme Militia Shoulderguard,shoulder,0,0,0,0,0,Nothing
Winteraxe Epaulets,shoulder,0,0,0,0,0,Nothing
Ancient Pauldrons,shoulder,0,0,0,0,0,Nothing
Arcmetal Shoulders,shoulder,0,0,0,0,0,Nothing
Banded Pauldrons,shoulder,0,0,0,0,0,Nothing
Barbaric Iron Shoulders,shoulder,0,0,0,0,0,Nothing
Battleforge Shoulderguards,shoulder,0,0,0,0,0,Nothing
Blackforge Pauldrons,shoulder,0,0,0,0,0,Nothing
Bloodlust Epaulets,shoulder,0,0,0,0,0,Nothing
Bonelink Epaulets,shoulder,0,0,0,0,0,Nothing
Brigade Pauldrons,shoulder,0,0,0,0,0,Nothing
Brigands Pauldrons,shoulder,0,0,0,0,0,Nothing
Captains Shoulderguards,shoulder,0,0,0,0,0,Nothing
Champions Pauldrons,shoulder,0,0,0,0,0,Nothing
Chief Brigadier Pauldrons,shoulder,0,0,0,0,0,Nothing
Crusaders Pauldrons,shoulder,0,0,0,0,0,Nothing
Cutthroat Pauldrons,shoulder,0,0,0,0,0,Nothing
Ebonhold Shoulderpads,shoulder,0,0,0,0,0,Nothing
Elite Shoulders,shoulder,0,0,0,0,0,Nothing
Enduring Pauldrons,shoulder,0,0,0,0,0,Nothing
Enforcer Pauldrons,shoulder,0,0,0,0,0,Nothing
Engraved Pauldrons,shoulder,0,0,0,0,0,Nothing
Formidable Shoulder Pads,shoulder,0,0,0,0,0,Nothing
Fortified Spaulders,shoulder,0,0,0,0,0,Nothing
Frost Metal Pauldrons,shoulder,0,0,0,0,0,Nothing
Glimmering Mail Pauldrons,shoulder,0,0,0,0,0,Nothing
Glorious Shoulders,shoulder,0,0,0,0,0,Nothing
Golden Scale Shoulders,shoulder,0,0,0,0,0,Nothing
Green Iron Shoulders,shoulder,0,0,0,0,0,Nothing
Grim Pauldrons,shoulder,0,0,0,0,0,Nothing
Grunts Pauldrons,shoulder,0,0,0,0,0,Nothing
Gryphon Mail Pauldrons,shoulder,0,0,0,0,0,Nothing
Heavy Scorpid Shoulders,shoulder,0,0,0,0,0,Nothing
Heros Pauldrons,shoulder,0,0,0,0,0,Nothing
Hulking Spaulders,shoulder,0,0,0,0,0,Nothing
Impenetrable Pauldrons,shoulder,0,0,0,0,0,Nothing
Ironhide Pauldrons,shoulder,0,0,0,0,0,Nothing
Jazeraint Pauldrons,shoulder,0,0,0,0,0,Nothing
Khans Mantle,shoulder,0,0,0,0,0,Nothing
Knights Pauldrons,shoulder,0,0,0,0,0,Nothing
Lambent Scale Pauldrons,shoulder,0,0,0,0,0,Nothing
Lords Pauldrons,shoulder,0,0,0,0,0,Nothing
Magnificent Shoulders,shoulder,0,0,0,0,0,Nothing
Mail Combat Spaulders,shoulder,0,0,0,0,0,Nothing
Marauders Shoulder Pads,shoulder,0,0,0,0,0,Nothing
Masterwork Pauldrons,shoulder,0,0,0,0,0,Nothing
Merciless Epaulets,shoulder,0,0,0,0,0,Nothing
Mercurial Pauldrons,shoulder,0,0,0,0,0,Nothing
Mithril Scale Shoulders,shoulder,0,0,0,0,0,Nothing
Myrmidons Pauldrons,shoulder,0,0,0,0,0,Nothing
Ornate Pauldrons,shoulder,0,0,0,0,0,Nothing
Phalanx Spaulders,shoulder,0,0,0,0,0,Nothing
Pillagers Pauldrons,shoulder,0,0,0,0,0,Nothing
Protector Pads,shoulder,0,0,0,0,0,Nothing
Ravagers Mantle,shoulder,0,0,0,0,0,Nothing
Renegade Pauldrons,shoulder,0,0,0,0,0,Nothing
Rockshard Pauldrons,shoulder,0,0,0,0,0,Nothing
Sanguine Pauldrons,shoulder,0,0,0,0,0,Nothing
Sentrys Shoulderguards,shoulder,0,0,0,0,0,Nothing
Silvered Bronze Shoulders,shoulder,0,0,0,0,0,Nothing
Slayers Shoulder Pads,shoulder,0,0,0,0,0,Nothing
Sparkleshell Shoulder Pads,shoulder,0,0,0,0,0,Nothing
Spiked Chain Shoulder Pads,shoulder,0,0,0,0,0,Nothing
Steadfast Shoulders,shoulder,0,0,0,0,0,Nothing
Thick Scale Shoulder Pads,shoulder,0,0,0,0,0,Nothing
Tough Scorpid Shoulders,shoulder,0,0,0,0,0,Nothing
Triumphant Shoulder Pads,shoulder,0,0,0,0,0,Nothing
Warmongers Pauldrons,shoulder,0,0,0,0,0,Nothing
Warstrike Shoulder Pads,shoulder,0,0,0,0,0,Nothing
Wicked Chain Shoulder Pads,shoulder,0,0,0,0,0,Nothing
Windshrieker Pauldrons,shoulder,0,0,0,0,0,Nothing
Wrangling Spaulders,shoulder,0,0,0,0,0,Nothing
Blackrock Pauldrons,shoulder,0,0,0,0,0,Nothing
Bloodspattered Shoulder Pads,shoulder,0,0,0,0,0,Nothing
Burnished Pauldrons,shoulder,0,0,0,0,0,Nothing
Defender Spaulders,shoulder,0,0,0,0,0,Nothing
Durable Chain Shoulders,shoulder,0,0,0,0,0,Nothing
Outrunners Pauldrons,shoulder,0,0,0,0,0,Nothing
Raiders Shoulderpads,shoulder,0,0,0,0,0,Nothing
Rough Bronze Shoulders,shoulder,0,0,0,0,0,Nothing
War Paint Shoulder Pads,shoulder,0,0,0,0,0,Nothing
Double Mail Shoulderpads,shoulder,0,0,0,0,0,Nothing
Laced Mail Shoulderpads,shoulder,0,0,0,0,0,Nothing
Laminated Scale Shoulderpads,shoulder,0,0,0,0,0,Nothing
Linked Chain Shoulderpads,shoulder,0,0,0,0,0,Nothing
Overlinked Chain Shoulderpads,shoulder,0,0,0,0,0,Nothing
Reinforced Chain Shoulderpads,shoulder,0,0,0,0,0,Nothing
Acid Inscribed Pauldrons,shoulder,0,0,0,0,0,Nothing
Avengers Pauldrons,shoulder,0,0,0,0,0,Nothing
Conquerors Spaulders,shoulder,0,0,0,0,0,Nothing
Defilers Lamellar Spaulders,shoulder,0,0,0,0,0,Nothing
Defilers Plate Spaulders,shoulder,0,0,0,0,0,Nothing
Drake Talon Pauldrons,shoulder,0,0,0,0,0,Nothing
Dreadnaught Pauldrons,shoulder,0,0,0,0,0,Nothing
Field Marshals Lamellar Pauldrons,shoulder,0,0,0,0,0,Nothing
Field Marshals Plate Shoulderguards,shoulder,0,0,0,0,0,Nothing
Highlanders Lamellar Spaulders,shoulder,0,0,0,0,0,Nothing
Highlanders Plate Spaulders,shoulder,0,0,0,0,0,Nothing
Icebane Pauldrons,shoulder,0,0,0,0,0,Nothing
Judgement Spaulders,shoulder,0,0,0,0,0,Nothing
Lawbringer Spaulders,shoulder,0,0,0,0,0,Nothing
Mantle of the Desert Crusade,shoulder,0,0,0,0,0,Nothing
Mantle of the Horusath,shoulder,0,0,0,0,0,Nothing
Pauldrons of Might,shoulder,0,0,0,0,0,Nothing
Pauldrons of the Unrelenting,shoulder,0,0,0,0,0,Nothing
Pauldrons of Wrath,shoulder,0,0,0,0,0,Nothing
Redemption Spaulders,shoulder,0,0,0,0,0,Nothing
Spaulders of the Grand Crusader,shoulder,0,0,0,0,0,Nothing
Stockade Pauldrons,shoulder,0,0,0,0,0,Nothing
Warlords Plate Shoulders,shoulder,0,0,0,0,0,Nothing
Abyssal Plate Epaulets,shoulder,0,0,0,0,0,Nothing
Big Bad Pauldrons,shoulder,0,0,0,0,0,Nothing
Bile-etched Spaulders,shoulder,0,0,0,0,0,Nothing
Bloodsoaked Pauldrons,shoulder,0,0,0,0,0,Nothing
Bulky Iron Spaulders,shoulder,0,0,0,0,0,Nothing
Champions Plate Pauldrons,shoulder,0,0,0,0,0,Nothing
Champions Plate Shoulders,shoulder,0,0,0,0,0,Nothing
Darksoul Shoulders,shoulder,0,0,0,0,0,Nothing
Dawnbringer Shoulders,shoulder,0,0,0,0,0,Nothing
Earthslag Shoulders,shoulder,0,0,0,0,0,Nothing
Ebonsteel Spaulders,shoulder,0,0,0,0,0,Nothing
Lieutenant Commanders Lamellar Shoulders,shoulder,0,0,0,0,0,Nothing
Lieutenant Commanders Plate Pauldrons,shoulder,0,0,0,0,0,Nothing
Lieutenant Commanders Plate Shoulders,shoulder,0,0,0,0,0,Nothing
Lightforge Spaulders,shoulder,0,0,0,0,0,Nothing
Polished Obsidian Pauldrons,shoulder,0,0,0,0,0,Nothing
Razorsteel Shoulders,shoulder,0,0,0,0,0,Nothing
Slamshot Shoulders,shoulder,0,0,0,0,0,Nothing
Soulforge Spaulders,shoulder,0,0,0,0,0,Nothing
Spaulders of Heroism,shoulder,0,0,0,0,0,Nothing
Spaulders of Valor,shoulder,0,0,0,0,0,Nothing
Stoneform Shoulders,shoulder,0,0,0,0,0,Nothing
Wailing Nightbane Pauldrons,shoulder,0,0,0,0,0,Nothing
Wyrmslayer Spaulders,shoulder,0,0,0,0,0,Nothing
Acid-etched Pauldrons,shoulder,0,0,0,0,0,Nothing
Alabaster Plate Pauldrons,shoulder,0,0,0,0,0,Nothing
Bark Iron Pauldrons,shoulder,0,0,0,0,0,Nothing
Bloodforged Shoulder Pads,shoulder,0,0,0,0,0,Nothing
Brutish Shoulders,shoulder,0,0,0,0,0,Nothing
Chromite Pauldrons,shoulder,0,0,0,0,0,Nothing
Commanders Pauldrons,shoulder,0,0,0,0,0,Nothing
Dark Iron Shoulders,shoulder,0,0,0,0,0,Nothing
Embossed Plate Pauldrons,shoulder,0,0,0,0,0,Nothing
Emerald Pauldrons,shoulder,0,0,0,0,0,Nothing
Emerald Peak Spaulders,shoulder,0,0,0,0,0,Nothing
Exalted Epaulets,shoulder,0,0,0,0,0,Nothing
Field Plate Pauldrons,shoulder,0,0,0,0,0,Nothing
Gemshale Pauldrons,shoulder,0,0,0,0,0,Nothing
Glorious Shoulder Pads,shoulder,0,0,0,0,0,Nothing
Gothic Plate Spaulders,shoulder,0,0,0,0,0,Nothing
Heavy Lamellar Pauldrons,shoulder,0,0,0,0,0,Nothing
Heavy Mithril Shoulder,shoulder,0,0,0,0,0,Nothing
Heroic Pauldrons,shoulder,0,0,0,0,0,Nothing
High Chiefs Pauldrons,shoulder,0,0,0,0,0,Nothing
Hulkstone Pauldrons,shoulder,0,0,0,0,0,Nothing
Hyperion Pauldrons,shoulder,0,0,0,0,0,Nothing
Imbued Plate Pauldrons,shoulder,0,0,0,0,0,Nothing
Imperial Plate Shoulders,shoulder,0,0,0,0,0,Nothing
Jade Epaulets,shoulder,0,0,0,0,0,Nothing
Jousters Pauldrons,shoulder,0,0,0,0,0,Nothing
Lofty Shoulder Pads,shoulder,0,0,0,0,0,Nothing
Ornate Mithril Shoulder,shoulder,0,0,0,0,0,Nothing
Overlords Spaulders,shoulder,0,0,0,0,0,Nothing
Revenant Shoulders,shoulder,0,0,0,0,0,Nothing
Runic Plate Shoulders,shoulder,0,0,0,0,0,Nothing
Saltstone Shoulder Pads,shoulder,0,0,0,0,0,Nothing
Sunscale Spaulders,shoulder,0,0,0,0,0,Nothing
Symbolic Pauldrons,shoulder,0,0,0,0,0,Nothing
Templar Pauldrons,shoulder,0,0,0,0,0,Nothing
Tyrants Epaulets,shoulder,0,0,0,0,0,Nothing
Valorous Pauldrons,shoulder,0,0,0,0,0,Nothing
Vanguard Pauldrons,shoulder,0,0,0,0,0,Nothing
Warbringers Spaulders,shoulder,0,0,0,0,0,Nothing
Warleaders Shoulders,shoulder,0,0,0,0,0,Nothing
Light Plate Shoulderpads,shoulder,0,0,0,0,0,Nothing
Lokdelar Stave of the Ancient Keepers,main hand,0,0,0,0,0,Nothing
Lokdelar Stave of the Ancient Keepers DEP,main hand,0,0,0,0,0,Nothing
Arathor Battle Tabard,tabard,0,0,0,0,0,Nothing
Battle Tabard of the Defilers,tabard,0,0,0,0,0,Nothing
Contest Winners Tabard,tabard,0,0,0,0,0,Nothing
Frostwolf Battle Tabard,tabard,0,0,0,0,0,Nothing
Guild Tabard,tabard,0,0,0,0,0,Nothing
Knights Colors,tabard,0,0,0,0,0,Nothing
Privates Tabard,tabard,0,0,0,0,0,Nothing
Scouts Tabard,tabard,0,0,0,0,0,Nothing
Silverwing Battle Tabard,tabard,0,0,0,0,0,Nothing
Stone Guards Herald,tabard,0,0,0,0,0,Nothing
Stormpike Battle Tabard,tabard,0,0,0,0,0,Nothing
Tabard of Stormwind,tabard,0,0,0,0,0,Nothing
Tabard of the Argent Dawn,tabard,0,0,0,0,0,Nothing
Tabard of the Scarlet Crusade,tabard,0,0,0,0,0,Nothing
Warsong Battle Tabard,tabard,0,0,0,0,0,Nothing
Neretzek The Blood Drinker,main hand,0,0,0,0,0,Nothing
Aegis of Preservation,trinket,0,0,0,0,0,Nothing
Arcane Infused Gem,trinket,0,0,0,0,0,Nothing
Badge of the Swarmguard,trinket,0,0,0,0,0,Nothing
Darkmoon Card: Blue Dragon,trinket,0,0,0,0,0,Nothing
Darkmoon Card: Heroism,trinket,0,0,0,0,0,Nothing
Darkmoon Card: Maelstrom,trinket,0,0,0,0,0,Nothing
Darkmoon Card: Twisting Nether,trinket,0,0,0,0,0,Nothing
Defender of the Timbermaw,trinket,0,0,0,0,0,Nothing
Drake Fang Talisman,trinket,0,0,0,0,0,Nothing
Earthstrike,trinket,0,0,0,0,0,Nothing
Essence of the Pure Flame,trinket,0,0,0,0,0,Nothing
Eye of Diminution,trinket,0,0,0,0,0,Nothing
Eye of the Dead,trinket,0,0,0,0,0,Nothing
Fetish of the Sand Reaver,trinket,0,0,0,0,0,Nothing
Frostwolf Insignia Rank 6,trinket,0,0,0,0,0,Nothing
Glyph of Deflection,trinket,0,0,0,0,0,Nothing
Grileks Charm of Might,trinket,0,0,0,0,0,Nothing
Grileks Charm of Valor,trinket,0,0,0,0,0,Nothing
Hazzarahs Charm of Destruction,trinket,0,0,0,0,0,Nothing
Hazzarahs Charm of Healing,trinket,0,0,0,0,0,Nothing
Hazzarahs Charm of Magic,trinket,0,0,0,0,0,Nothing
Hibernation Crystal,trinket,0,0,0,0,0,Nothing
Jom Gabbar,trinket,0,0,0,0,0,Nothing
Kiss of the Spider,trinket,0,0,0,0,0,Nothing
Lifegiving Gem,trinket,0,0,0,0,0,Nothing
Lifestone,trinket,0,0,0,0,0,Nothing
Loathebs Reflection,trinket,0,0,0,0,0,Nothing
Mark of the Champion,trinket,0,0,0,0,0,Nothing
Mind Quickening Gem,trinket,0,0,0,0,0,Nothing
Natural Alignment Crystal,trinket,0,0,0,0,0,Nothing
Neltharions Tear,trinket,0,0,0,0,0,Nothing
Onyxia Blood Talisman,trinket,0,0,0,0,0,Nothing
Petrified Scarab,trinket,0,0,0,0,0,Nothing
Rejuvenating Gem,trinket,0,0,0,0,0,Nothing
Renatakis Charm of Beasts,trinket,0,0,0,0,0,Nothing
Renatakis Charm of Trickery,trinket,0,0,0,0,0,Nothing
Rune of Metamorphosis,trinket,0,0,0,0,0,Nothing
Scarab Brooch,trinket,0,0,0,0,0,Nothing
Scrolls of Blinding Light,trinket,0,0,0,0,0,Nothing
Shard of the Fallen Star,trinket,0,0,0,0,0,Nothing
Shard of the Flame,trinket,0,0,0,0,0,Nothing
Shard of the Scale,trinket,0,0,0,0,0,Nothing
Slayers Crest,trinket,0,0,0,0,0,Nothing
Stormpike Insignia Rank 6,trinket,0,0,0,0,0,Nothing
Styleens Impeding Scarab,trinket,0,0,0,0,0,Nothing
Talisman of Ascendance,trinket,0,0,0,0,0,Nothing
Talisman of Ephemeral Power,trinket,0,0,0,0,0,Nothing
The Black Book,trinket,0,0,0,0,0,Nothing
The Burrowers Shell,trinket,0,0,0,0,0,Nothing
The Eye of Divinity,trinket,0,0,0,0,0,Nothing
The Eye of Shadow,trinket,0,0,0,0,0,Nothing
The Lion Horn of Stormwind,trinket,0,0,0,0,0,Nothing
The Restrained Essence of Sapphiron,trinket,0,0,0,0,0,Nothing
Vanquished Tentacle of CThun,trinket,0,0,0,0,0,Nothing
Venomous Totem,trinket,0,0,0,0,0,Nothing
Warmth of Forgiveness,trinket,0,0,0,0,0,Nothing
Wushoolays Charm of Nature,trinket,0,0,0,0,0,Nothing
Wushoolays Charm of Spirits,trinket,0,0,0,0,0,Nothing
Zandalarian Hero Badge,trinket,0,0,0,0,0,Nothing
Zandalarian Hero Charm,trinket,0,0,0,0,0,Nothing
Zandalarian Hero Medallion,trinket,0,0,0,0,0,Nothing
Abyss Shard,trinket,0,0,0,0,0,Nothing
Ankh of Life,trinket,0,0,0,0,0,Nothing
Arena Grand Master,trinket,0,0,0,0,0,Nothing
Barov Peasant Caller,trinket,0,0,0,0,0,Nothing
Blackhands Breadth,trinket,0,0,0,0,0,Nothing
Blazing Emblem,trinket,0,0,0,0,0,Nothing
Blessed Prayer Beads,trinket,0,0,0,0,0,Nothing
Briarwood Reed,trinket,0,0,0,0,0,Nothing
Burst of Knowledge,trinket,0,0,0,0,0,Nothing
Cannonball Runner,trinket,0,0,0,0,0,Nothing
Counterattack Lodestone,trinket,0,0,0,0,0,Nothing
Defilers Talisman,trinket,0,0,0,0,0,Nothing
Devilsaur Eye,trinket,0,0,0,0,0,Nothing
Devilsaur Tooth,trinket,0,0,0,0,0,Nothing
Diamond Flask,trinket,0,0,0,0,0,Nothing
Draconic Infused Emblem,trinket,0,0,0,0,0,Nothing
Enamored Water Spirit,trinket,0,0,0,0,0,Nothing
Eye of Moam,trinket,0,0,0,0,0,Nothing
Eye of the Beast,trinket,0,0,0,0,0,Nothing
Fetish of Chitinous Spikes,trinket,0,0,0,0,0,Nothing
Fire Ruby,trinket,0,0,0,0,0,Nothing
Force of Will,trinket,0,0,0,0,0,Nothing
Frostwolf Insignia Rank 4,trinket,0,0,0,0,0,Nothing
Frostwolf Insignia Rank 5,trinket,0,0,0,0,0,Nothing
Grace of Earth,trinket,0,0,0,0,0,Nothing
Hand of Justice,trinket,0,0,0,0,0,Nothing
Heart of Noxxion,trinket,0,0,0,0,0,Nothing
Heart of the Scale,trinket,0,0,0,0,0,Nothing
Heart of Wyrmthalak,trinket,0,0,0,0,0,Nothing
Hook of the Master Angler,trinket,0,0,0,0,0,Nothing
Insignia of the Alliance,trinket,0,0,0,0,0,Nothing
Insignia of the Horde,trinket,0,0,0,0,0,Nothing
Marlis Eye,trinket,0,0,0,0,0,Nothing
Mark of Tyranny,trinket,0,0,0,0,0,Nothing
Mindtap Talisman,trinket,0,0,0,0,0,Nothing
Nat Pagles Broken Reel,trinket,0,0,0,0,0,Nothing
Orb of Deception,trinket,0,0,0,0,0,Nothing
Piccolo of the Flaming Fire,trinket,0,0,0,0,0,Nothing
Pimgibs Collar,trinket,0,0,0,0,0,Nothing
Ragged Johns Neverending Cup,trinket,0,0,0,0,0,Nothing
Ramsteins Lightning Bolts,trinket,0,0,0,0,0,Nothing
Royal Seal of EldreThalas,trinket,0,0,0,0,0,Nothing
Rune of Duty,trinket,0,0,0,0,0,Nothing
Rune of Perfection,trinket,0,0,0,0,0,Nothing
Rune of the Dawn,trinket,0,0,0,0,0,Nothing
Sanctified Orb,trinket,0,0,0,0,0,Nothing
Seal of the Dawn,trinket,0,0,0,0,0,Nothing
Second Wind,trinket,0,0,0,0,0,Nothing
Six Demon Bag,trinket,0,0,0,0,0,Nothing
Smoking Heart of the Mountain,trinket,0,0,0,0,0,Nothing
Smolderwebs Eye,trinket,0,0,0,0,0,Nothing
Stormpike Insignia Rank 4,trinket,0,0,0,0,0,Nothing
Stormpike Insignia Rank 5,trinket,0,0,0,0,0,Nothing
Talisman of Arathor,trinket,0,0,0,0,0,Nothing
Uthers Strength,trinket,0,0,0,0,0,Nothing
Vigilance Charm,trinket,0,0,0,0,0,Nothing
Carrot on a Stick,trinket,0,0,0,0,0,Nothing
Chained Essence of Eranikus,trinket,0,0,0,0,0,Nothing
Cold Basilisk Eye,trinket,0,0,0,0,0,Nothing
Demons Blood,trinket,0,0,0,0,0,Nothing
Dimensional Ripper - Everlook,trinket,0,0,0,0,0,Nothing
Frostwolf Insignia Rank 1,trinket,0,0,0,0,0,Nothing
Frostwolf Insignia Rank 2,trinket,0,0,0,0,0,Nothing
Frostwolf Insignia Rank 3,trinket,0,0,0,0,0,Nothing
Guardian Talisman,trinket,0,0,0,0,0,Nothing
Linkens Boomerang,trinket,0,0,0,0,0,Nothing
Luffa,trinket,0,0,0,0,0,Nothing
Mark of Resolution,trinket,0,0,0,0,0,Nothing
Mark of the Chosen,trinket,0,0,0,0,0,Nothing
Nifty Stopwatch,trinket,0,0,0,0,0,Nothing
Prismcharm,trinket,0,0,0,0,0,Nothing
Rune of the Guard Captain,trinket,0,0,0,0,0,Nothing
Shard of Afrasa,trinket,0,0,0,0,0,Nothing
Smokeys Lighter,trinket,0,0,0,0,0,Nothing
Smotts Compass,trinket,0,0,0,0,0,Nothing
Spectral Essence,trinket,0,0,0,0,0,Nothing
Stormpike Insignia Rank 1,trinket,0,0,0,0,0,Nothing
Stormpike Insignia Rank 2,trinket,0,0,0,0,0,Nothing
Stormpike Insignia Rank 3,trinket,0,0,0,0,0,Nothing
Thunderbrews Boot Flask,trinket,0,0,0,0,0,Nothing
Tidal Charm,trinket,0,0,0,0,0,Nothing
Ultrasafe Transporter: Gadgetzan,trinket,0,0,0,0,0,Nothing
Ward of the Elements,trinket,0,0,0,0,0,Nothing
Argent Dawn Commission,trinket,0,0,0,0,0,Nothing
Angelistas Grasp,waist,0,0,0,0,0,Nothing
Arcanist Belt,waist,0,0,0,0,0,Nothing
Belt of Faith,waist,0,0,0,0,0,Nothing
Belt of the Archmage,waist,0,0,0,0,0,Nothing
Belt of the Dark Bog,waist,0,0,0,0,0,Nothing
Belt of Transcendence,waist,0,0,0,0,0,Nothing
Eyestalk Waist Cord,waist,0,0,0,0,0,Nothing
Felheart Belt,waist,0,0,0,0,0,Nothing
Firemaws Clutch,waist,0,0,0,0,0,Nothing
Frostfire Belt,waist,0,0,0,0,0,Nothing
Girdle of Prophecy,waist,0,0,0,0,0,Nothing
Grasp of the Old God,waist,0,0,0,0,0,Nothing
Mana Igniting Cord,waist,0,0,0,0,0,Nothing
Nemesis Belt,waist,0,0,0,0,0,Nothing
Netherwind Belt,waist,0,0,0,0,0,Nothing
Plagueheart Belt,waist,0,0,0,0,0,Nothing
Sash of Whispered Secrets,waist,0,0,0,0,0,Nothing
Zandalar Confessors Bindings,waist,0,0,0,0,0,Nothing
Banthok Sash,waist,0,0,0,0,0,Nothing
Belt of Arugal,waist,0,0,0,0,0,Nothing
Belt of the Inquisition,waist,0,0,0,0,0,Nothing
Belt of Tiny Heads,waist,0,0,0,0,0,Nothing
Belt of Untapped Power,waist,0,0,0,0,0,Nothing
Clutch of Andros,waist,0,0,0,0,0,Nothing
Dawnspire Cord,waist,0,0,0,0,0,Nothing
Deathmage Sash,waist,0,0,0,0,0,Nothing
